Real,Output0
0.80683345
0.85409671
0.94291471
0.90874748
0.8830591
0.92545332
0.92948287
0.91210544
0.90941907
0.90496978
0.92637676
0.88725655
0.91160175
0.92167562
0.92595702
0.90438214
0.94627267
0.95282069
0.95508731
0.96432169
0.98682001
1.0
0.96700806
0.92234721
0.92083613
0.9677636
0.99706179
0.99874077
0.94434184
0.91034251
0.86668905
0.86257555
0.88347884
0.84838818
0.81883815
0.8263096
0.80926797
0.82714909
0.8060779
0.84410678
0.8225319
0.82975151
0.79969778
0.77669577
0.77552048
0.786182
0.74907656
0.74084956
0.7296004
0.75360981
0.74597045
0.73262257
0.72808932
0.74042982
0.74958026
0.79785091
0.74118536
0.74429147
0.75654802
0.77216253
0.75041974
0.7501679
0.70047011
0.69837139
0.68670248
0.67394224
0.67293486
0.64674278
0.64195769
0.62760242
0.62961719
0.58201813
0.5481867
0.59771659
0.59864003
0.6536266
0.80943586
0.6855272
0.67704835
0.71650437
0.67646071
0.5884822
0.62550369
0.6047683
0.56791471
0.56850235
0.52014775
0.53718939
0.52677972
0.50629617
0.43023842
0.46155138
0.44073203
0.40455003
0.36618536
0.38373069
0.40203156
0.37860981
0.34192411
0.34402283
0.31187038
0.29994963
0.30733714
0.3463734
0.33243788
0.35183009
0.31682337
0.3712223
0.32924782
0.28987576
0.29273002
0.30221625
0.2786266
0.2498321
0.26964406
0.26015782
0.24303224
0.23698791
0.23043989
0.19031229
0.19333445
0.23035594
0.20005037
0.23514103
0.24361988
0.17511753
0.17293486
0.14783412
0.12441236
0.14691068
0.1327233
0.14195769
0.18116185
0.16856951
0.15463398
0.11736064
0.0884822
0.05859637
0.04121894
0.03433512
0.18821357
0.18779382
0.13901948
0.13003694
0.12172599
0.09620551
0.09721289
0.09435863
0.07740094
0.07714909
0.10392881
0.13742445
0.13549362
0.15891538
0.17050034
0.12995299
0.1330591
0.12919745
0.13045668
0.12726662
0.12323707
0.11820013
0.12558764
0.11794829
0.11240766
0.09528207
0.08176629
0.06581598
0.09603761
0.07362324
0.07118872
0.11257555
0.11047683
0.09628946
0.10636333
0.12970114
0.14262928
0.15077233
0.11652116
0.1291135
0.16025856
0.14565144
0.1615178
0.17478173
0.16361652
0.13658496
0.17394224
0.16814976
0.1774681
0.19123573
0.18410007
0.21213902
0.21289456
0.2254869
0.22808932
0.21868704
0.23237072
0.22011417
0.18720618
0.19686031
0.18695433
0.22179315
0.22103761
0.20911686
0.19257891
0.19459369
0.21868704
0.20172935
0.19576897
0.19367025
0.19963062
0.20290463
0.17175957
0.17813969
0.18695433
0.20533915
0.1939221
0.20282069
0.23723976
0.23186702
0.25268637
0.25587643
0.27191068
0.26527871
0.2738415
0.26704164
0.27191068
0.25461719
0.27535259
0.27980188
0.29600403
0.28794493
0.29348556
0.30465077
0.31245803
0.32656145
0.33680322
0.35594359
0.35585964
0.33537609
0.35770651
0.3546004
0.36794829
0.37936535
0.39036266
0.38566152
0.37231363
0.37172599
0.37676293
0.37970114
0.36442243
0.34335124
0.35779046
0.35216588
0.36526192
0.36072868
0.38012089
0.36626931
0.36207186
0.33990934
0.31791471
0.30800873
0.28509066
0.28685359
0.28324379
0.28122901
0.28064137
0.29633983
0.30120887
0.31371726
0.31682337
0.32421088
0.32228005
0.3350403
0.34225991
0.35384486
0.34461048
0.31254197
0.34175621
0.36156817
0.38112827
0.37953324
0.38431833
0.38423439
0.37592344
0.37273338
0.36324715
0.36845198
0.37256548
0.3468771
0.34024513
0.36123237
0.38910343
0.38792814
0.39397246
0.39867361
0.38121222
0.37936535
0.38868368
0.39061451
0.36752854
0.35191404
0.35124244
0.35015111
0.35057085
0.37684688
0.37844191
0.38415044
0.36223976
0.35821021
0.37458026
0.38876763
0.38859973
0.38415044
0.36559772
0.38037273
0.35720282
0.33201813
0.33344527
0.33999328
0.33890195
0.37164204
0.37340497
0.36610141
0.36996306
0.37374077
0.36442243
0.38196776
0.38247146
0.39497985
0.40219946
0.41143385
0.43116185
0.4394728
0.44728005
0.46037609
0.45861316
0.45265279
0.44006044
0.44711216
0.42981867
0.45038617
0.42688046
0.43561115
0.44820349
0.45424782
0.44870719
0.42990262
0.44702821
