Start,Output
92.07,67.07773417
37.81,67.07773417
26.83,67.07773417
81.82,67.07773417
26.97,67.07773417
43.31,67.07773417
78.77,67.07773417
73.89,67.07773417
93.03,67.07773417
60.71,67.07773417
86.62,67.07773417
56.86,67.07773417
74.52,67.07773417
34.46,67.07773417
57.05,67.07773417
100.24,67.07773417
43.77,67.07773417
58.69,67.07773417
26.82,67.07773417
92.64,67.07773417
45.37,67.07773417
99.4,67.07773417
59.52,67.07773417
30.87,67.07773417
86.52,67.07773417
43.72,67.07773417
85.05,67.07773417
70.25,67.07773417
75.96,67.07773417
46.02,67.07773417
74.25,67.07773417
63.74,67.07773417
97.76,67.07773417
27.76,67.07773417
93.96,67.07773417
47.4,67.07773417
48.64,67.07773417
75.95,67.07773417
55.52,67.07773417
30.68,67.07773417
76.29,67.07773417
78.2,67.07773417
74.03,67.07773417
58.9,67.07773417
95.95,67.07773417
60.63,67.07773417
98.74,67.07773417
48.48,67.07773417
30.37,67.07773417
35.41,67.07773417
82.51,67.07773417
91.68,67.07773417
86.65,67.07773417
43.18,67.07773417
93.97,67.07773417
29.73,67.07773417
39.83,67.07773417
34.98,67.07773417
95.28,67.07773417
71.5,67.07773417
54.26,67.07773417
44.69,67.07773417
75.65,67.07773417
48.41,67.07773417
58.31,67.07773417
49.43,67.07773417
24.21,67.07773417
29.73,67.07773417
65.33,67.07773417
91.44,67.07773417
88.9,67.07773417
74.38,67.07773417
53.49,67.07773417
40.3,67.07773417
66.71,67.07773417
100.52,67.07773417
58.98,67.07773417
38.51,67.07773417
94.65,67.07773417
80.67,67.07773417
69.75,67.07773417
79.41,67.07773417
47.36,67.07773417
55.97,67.07773417
40.75,67.07773417
89.87,67.07773417
54.75,67.07773417
60.01,67.07773417
59.71,67.07773417
107.52,67.07773417
39.18,67.07773417
75.9,67.07773417
105.04,67.07773417
56.78,67.07773417
19.67,67.07773413
21.56,67.07773414
87.19,67.07773417
72.13,67.07773417
95.78,67.07773417
40.75,67.07773417
93.36,67.07773417
53.96,67.07773417
47.4,67.07773417
48.75,67.07773417
66.03,67.07773417
48.04,67.07773417
62.9,67.07773417
88.19,67.07773417
103.09,67.07773417
100.27,67.07773417
74.0,67.07773417
37.56,67.07773417
65.94,67.07773417
99.11,67.07773417
58.96,67.07773417
72.85,67.07773417
104.39,67.07773417
97.48,67.07773417
70.92,67.07773417
86.02,67.07773417
90.7,67.07773417
87.98,67.07773417
88.62,67.07773417
107.48,67.07773417
45.12,67.07773417
44.71,67.07773417
27.03,67.07773417
71.27,67.07773417
86.15,67.07773417
58.0,67.07773417
61.24,67.07773417
88.3,67.07773417
43.45,67.07773417
83.35,67.07773417
107.58,67.07773417
92.76,67.07773417
31.65,67.07773417
56.93,67.07773417
93.13,67.07773417
83.73,67.07773417
61.92,67.07773417
77.72,67.07773417
50.44,67.07773417
74.29,67.07773417
101.15,67.07773417
53.81,67.07773417
88.66,67.07773417
81.24,67.07773417
134.84,67.07773417
99.66,67.07773417
29.05,67.07773417
93.84,67.07773417
101.69,67.07773417
23.32,67.07773417
74.17,67.07773417
66.45,67.07773417
99.59,67.07773417
30.21,67.07773417
60.49,67.07773417
20.27,67.07773412
67.07,67.07773417
90.88,67.07773417
59.93,67.07773417
96.21,67.07773417
45.8,67.07773417
60.71,67.07773417
50.21,67.07773417
81.5,67.07773417
48.49,67.07773417
62.8,67.07773417
93.41,67.07773417
53.3,67.07773417
47.05,67.07773417
58.08,67.07773417
35.41,67.07773417
29.65,67.07773417
48.97,67.07773417
40.27,67.07773417
72.15,67.07773417
75.59,67.07773417
106.61,67.07773417
19.37,67.07773402
26.87,67.07773417
81.65,67.07773417
74.81,67.07773417
102.33,67.07773417
75.1,67.07773417
69.26,67.07773417
60.06,67.07773417
30.33,67.07773417
58.59,67.07773417
81.2,67.07773417
99.52,67.07773417
30.06,67.07773417
34.47,67.07773417
61.3,67.07773417
84.88,67.07773417
98.46,67.07773417
85.45,67.07773417
107.93,67.07773417
45.57,67.07773417
88.91,67.07773417
28.95,67.07773417
96.99,67.07773417
19.28,67.07773399
51.0,67.07773417
37.63,67.07773417
56.94,67.07773417
46.06,67.07773417
31.44,67.07773417
31.91,67.07773417
97.63,67.07773417
92.79,67.07773417
109.17,67.07773417
29.62,67.07773417
101.19,67.07773417
37.58,67.07773417
27.18,67.07773417
42.73,67.07773417
28.19,67.07773417
66.17,67.07773417
100.38,67.07773417
80.31,67.07773417
26.6,67.07773417
24.36,67.07773417
46.32,67.07773417
85.25,67.07773417
43.11,67.07773417
103.46,67.07773417
97.86,67.07773417
50.11,67.07773417
95.75,67.07773417
32.08,67.07773417
34.94,67.07773417
41.64,67.07773417
66.31,67.07773417
61.87,67.07773417
103.34,67.07773417
62.97,67.07773417
59.59,67.07773417
70.54,67.07773417
71.45,67.07773417
65.41,67.07773417
47.05,67.07773417
99.76,67.07773417
82.6,67.07773417
103.03,67.07773417
56.37,67.07773417
35.93,67.07773417
31.65,67.07773417
26.43,67.07773417
68.14,67.07773417
85.64,67.07773417
71.59,67.07773417
38.28,67.07773417
30.29,67.07773417
97.34,67.07773417
84.12,67.07773417
22.01,67.07773414
107.49,67.07773417
22.32,67.07773416
130.04,67.07773417
81.52,67.07773417
57.66,67.07773417
68.5,67.07773417
46.31,67.07773417
69.86,67.07773417
45.76,67.07773417
27.26,67.07773417
42.56,67.07773417
96.65,67.07773417
32.31,67.07773417
19.93,67.077734
20.02,67.07773413
35.55,67.07773417
61.37,67.07773417
103.7,67.07773417
38.72,67.07773417
33.51,67.07773417
76.16,67.07773417
95.06,67.07773417
75.91,67.07773417
29.32,67.07773417
73.37,67.07773417
32.26,67.07773417
46.83,67.07773417
96.29,67.07773417
63.29,67.07773417
36.15,67.07773417
93.61,67.07773417
100.08,67.07773417
44.91,67.07773417
102.82,67.07773417
103.29,67.07773417
92.05,67.07773417
90.33,67.07773417
92.3,67.07773417
131.0,67.07773417
47.54,67.07773417
107.99,67.07773417
75.7,67.07773417
83.87,67.07773417
57.45,67.07773417
49.56,67.07773417
59.66,67.07773417
60.96,67.07773417
70.62,67.07773417
40.27,67.07773417
65.6,67.07773417
89.09,67.07773417
40.4,67.07773417
92.78,67.07773417
58.88,67.07773417
97.36,67.07773417
29.65,67.07773417
37.22,67.07773417
68.59,67.07773417
85.03,67.07773417
40.24,67.07773417
61.04,67.07773417
43.41,67.07773417
41.51,67.07773417
31.62,67.07773417
106.95,67.07773417
110.84,67.07773417
123.56,67.07773417
68.35,67.07773417
70.08,67.07773417
69.4,67.07773417
47.25,67.07773417
53.56,67.07773417
72.59,67.07773417
69.47,67.07773417
66.14,67.07773417
43.8,67.07773417
105.37,67.07773417
108.0,67.07773417
102.57,67.07773417
61.85,67.07773417
53.46,67.07773417
72.54,67.07773417
33.58,67.07773417
106.07,67.07773417
36.29,67.07773417
36.21,67.07773417
54.45,67.07773417
31.72,67.07773417
134.78,67.07773417
138.51,67.07773417
107.65,67.07773417
101.78,67.07773417
54.93,67.07773417
55.65,67.07773417
74.55,67.07773417
49.67,67.07773417
44.68,67.07773417
111.54,67.07773417
97.49,67.07773417
56.52,67.07773417
25.57,67.07773417
30.86,67.07773417
58.03,67.07773417
68.36,67.07773417
33.16,67.07773417
106.09,67.07773417
28.41,67.07773417
83.85,67.07773417
93.4,67.07773417
30.39,67.07773417
66.99,67.07773417
104.03,67.07773417
103.03,67.07773417
95.64,67.07773417
54.16,67.07773417
93.78,67.07773417
58.55,67.07773417
95.54,67.07773417
33.06,67.07773417
86.1,67.07773417
32.01,67.07773417
30.41,67.07773417
92.14,67.07773417
33.9,67.07773417
97.16,67.07773417
83.8,67.07773417
102.2,67.07773417
31.76,67.07773417
96.4,67.07773417
97.94,67.07773417
65.51,67.07773417
87.36,67.07773417
52.19,67.07773417
61.45,67.07773417
58.58,67.07773417
59.48,67.07773417
109.11,67.07773417
60.5,67.07773417
87.28,67.07773417
36.59,67.07773417
104.89,67.07773417
67.81,67.07773417
28.84,67.07773417
83.03,67.07773417
86.75,67.07773417
55.47,67.07773417
84.45,67.07773417
92.82,67.07773417
88.07,67.07773417
28.31,67.07773417
57.87,67.07773417
55.14,67.07773417
81.85,67.07773417
87.64,67.07773417
124.17,67.07773417
102.95,67.07773417
38.51,67.07773417
71.43,67.07773417
85.62,67.07773417
21.78,67.07773415
92.74,67.07773417
92.76,67.07773417
60.02,67.07773417
29.9,67.07773417
75.07,67.07773417
94.06,67.07773417
91.73,67.07773417
52.13,67.07773417
90.99,67.07773417
48.06,67.07773417
105.83,67.07773417
83.13,67.07773417
114.44,67.07773417
49.02,67.07773417
75.2,67.07773417
48.86,67.07773417
43.17,67.07773417
69.03,67.07773417
32.87,67.07773417
41.0,67.07773417
124.33,67.07773417
46.79,67.07773417
69.8,67.07773417
86.3,67.07773417
68.11,67.07773417
29.14,67.07773417
70.07,67.07773417
47.67,67.07773417
59.7,67.07773417
93.71,67.07773417
41.08,67.07773417
54.55,67.07773417
48.45,67.07773417
36.94,67.07773417
79.47,67.07773417
35.8,67.07773417
42.69,67.07773417
83.72,67.07773417
60.03,67.07773417
58.0,67.07773417
50.06,67.07773417
36.81,67.07773417
60.05,67.07773417
50.61,67.07773417
93.55,67.07773417
47.72,67.07773417
27.75,67.07773417
40.07,67.07773417
72.13,67.07773417
58.36,67.07773417
20.92,67.07773413
50.48,67.07773417
44.4,67.07773417
95.98,67.07773417
48.69,67.07773417
62.46,67.07773417
73.89,67.07773417
44.58,67.07773417
98.62,67.07773417
66.93,67.07773417
74.11,67.07773417
106.61,67.07773417
62.13,67.07773417
31.01,67.07773417
91.53,67.07773417
95.37,67.07773417
30.72,67.07773417
43.87,67.07773417
123.73,67.07773417
83.26,67.07773417
69.25,67.07773417
72.8,67.07773417
99.65,67.07773417
48.8,67.07773417
90.33,67.07773417
80.29,67.07773417
60.01,67.07773417
107.9,67.07773417
72.06,67.07773417
102.36,67.07773417
93.66,67.07773417
82.74,67.07773417
65.46,67.07773417
36.61,67.07773417
71.6,67.07773417
85.19,67.07773417
101.82,67.07773417
62.96,67.07773417
98.8,67.07773417
54.42,67.07773417
94.33,67.07773417
119.64,67.07773417
97.99,67.07773417
106.68,67.07773417
74.05,67.07773417
95.58,67.07773417
87.58,67.07773417
96.97,67.07773417
85.08,67.07773417
26.81,67.07773417
56.65,67.07773417
100.86,67.07773417
61.18,67.07773417
94.75,67.07773417
44.39,67.07773417
24.79,67.07773417
96.09,67.07773417
27.0,67.07773417
93.28,67.07773417
91.59,67.07773417
62.81,67.07773417
46.27,67.07773417
124.02,67.07773417
37.66,67.07773417
96.53,67.07773417
44.12,67.07773417
81.26,67.07773417
81.5,67.07773417
65.42,67.07773417
97.25,67.07773417
58.69,67.07773417
41.82,67.07773417
49.71,67.07773417
20.24,67.077734
77.27,67.07773417
73.3,67.07773417
48.8,67.07773417
25.36,67.07773417
60.75,67.07773417
69.48,67.07773417
76.03,67.07773417
45.38,67.07773417
30.15,67.07773417
86.07,67.07773417
39.93,67.07773417
100.7,67.07773417
62.44,67.07773417
107.13,67.07773417
81.64,67.07773417
74.93,67.07773417
110.14,67.07773417
29.24,67.07773417
136.54,67.07773417
56.4,67.07773417
96.4,67.07773417
33.72,67.07773417
72.69,67.07773417
78.97,67.07773417
50.02,67.07773417
48.83,67.07773417
82.81,67.07773417
56.69,67.07773417
95.52,67.07773417
92.39,67.07773417
62.48,67.07773417
33.29,67.07773417
102.01,67.07773417
126.5,67.07773417
96.91,67.07773417
31.37,67.07773417
88.69,67.07773417
57.18,67.07773417
58.64,67.07773417
42.84,67.07773417
30.84,67.07773417
79.32,67.07773417
68.8,67.07773417
60.31,67.07773417
77.85,67.07773417
103.81,67.07773417
56.46,67.07773417
103.27,67.07773417
48.37,67.07773417
87.24,67.07773417
29.99,67.07773417
43.06,67.07773417
70.47,67.07773417
48.49,67.07773417
77.39,67.07773417
47.41,67.07773417
92.86,67.07773417
74.69,67.07773417
70.59,67.07773417
30.63,67.07773417
64.1,67.07773417
47.6,67.07773417
50.52,67.07773417
38.14,67.07773417
84.45,67.07773417
87.07,67.07773417
95.75,67.07773417
34.55,67.07773417
18.55,67.07773398
31.1,67.07773417
61.15,67.07773417
99.69,67.07773417
64.59,67.07773417
106.49,67.07773417
94.95,67.07773417
80.03,67.07773417
76.67,67.07773417
44.13,67.07773417
46.67,67.07773417
117.1,67.07773417
38.44,67.07773417
45.51,67.07773417
63.93,67.07773417
28.19,67.07773417
63.27,67.07773417
54.69,67.07773417
20.48,67.07773411
48.49,67.07773417
42.72,67.07773417
58.58,67.07773417
70.09,67.07773417
43.89,67.07773417
79.14,67.07773417
69.34,67.07773417
41.61,67.07773417
85.36,67.07773417
57.29,67.07773417
50.88,67.07773417
74.0,67.07773417
82.38,67.07773417
72.07,67.07773417
71.42,67.07773417
93.45,67.07773417
39.15,67.07773417
44.94,67.07773417
49.76,67.07773417
82.83,67.07773417
96.03,67.07773417
30.61,67.07773417
35.81,67.07773417
60.74,67.07773417
41.55,67.07773417
45.43,67.07773417
53.59,67.07773417
49.27,67.07773417
81.34,67.07773417
43.65,67.07773417
70.97,67.07773417
73.64,67.07773417
49.6,67.07773417
47.11,67.07773417
73.12,67.07773417
66.25,67.07773417
36.81,67.07773417
34.38,67.07773417
50.72,67.07773417
89.76,67.07773417
106.47,67.07773417
94.35,67.07773417
85.77,67.07773417
88.68,67.07773417
64.38,67.07773417
61.98,67.07773417
59.38,67.07773417
70.67,67.07773417
35.67,67.07773417
98.15,67.07773417
19.63,67.07773402
72.48,67.07773417
64.21,67.07773417
79.77,67.07773417
73.33,67.07773417
48.25,67.07773417
103.32,67.07773417
77.55,67.07773417
97.1,67.07773417
41.67,67.07773417
72.98,67.07773417
96.47,67.07773417
46.21,67.07773417
92.03,67.07773417
59.89,67.07773417
78.61,67.07773417
57.69,67.07773417
105.25,67.07773417
90.3,67.07773417
87.16,67.07773417
43.22,67.07773417
92.64,67.07773417
88.31,67.07773417
61.41,67.07773417
43.91,67.07773417
48.49,67.07773417
98.96,67.07773417
37.96,67.07773417
98.11,67.07773417
65.36,67.07773417
43.19,67.07773417
58.61,67.07773417
