Start,Output0
101.92
37.9
69.82
49.71
69.48
46.03
83.92
61.01
58.92
58.64
21.47
91.38
48.68
105.02
63.47
22.51
80.3
56.29
106.65
77.34
70.38
99.44
89.83
68.86
18.2
46.28
60.74
42.46
77.05
101.2
21.33
63.63
84.5
46.75
58.03
96.92
49.46
29.56
69.81
127.25
93.41
71.96
102.57
99.07
41.73
45.93
75.4
71.38
89.4
33.66
35.6
47.12
105.59
92.44
92.07
37.81
26.83
81.82
26.97
43.31
78.77
73.89
93.03
60.71
86.62
56.86
74.52
34.46
57.05
100.24
43.77
58.69
26.82
92.64
45.37
99.4
59.52
30.87
86.52
43.72
85.05
70.25
75.96
46.02
74.25
63.74
97.76
27.76
93.96
47.4
48.64
75.95
55.52
30.68
76.29
78.2
74.03
58.9
95.95
60.63
98.74
48.48
30.37
35.41
82.51
91.68
86.65
43.18
93.97
29.73
39.83
34.98
95.28
71.5
54.26
44.69
75.65
48.41
58.31
49.43
24.21
29.73
65.33
91.44
88.9
74.38
53.49
40.3
66.71
100.52
58.98
38.51
94.65
80.67
69.75
79.41
47.36
55.97
40.75
89.87
54.75
60.01
59.71
107.52
39.18
75.9
105.04
56.78
19.67
21.56
87.19
72.13
95.78
40.75
93.36
53.96
47.4
48.75
66.03
48.04
62.9
88.19
103.09
100.27
74.0
37.56
65.94
99.11
58.96
72.85
104.39
97.48
70.92
86.02
90.7
87.98
88.62
107.48
45.12
44.71
27.03
71.27
86.15
58.0
61.24
88.3
43.45
83.35
107.58
92.76
31.65
56.93
93.13
83.73
61.92
77.72
50.44
74.29
101.15
53.81
88.66
81.24
134.84
99.66
29.05
93.84
101.69
23.32
74.17
66.45
99.59
30.21
60.49
20.27
67.07
90.88
59.93
96.21
45.8
60.71
50.21
81.5
48.49
62.8
93.41
53.3
47.05
58.08
35.41
29.65
48.97
40.27
72.15
75.59
106.61
19.37
26.87
81.65
74.81
102.33
75.1
69.26
60.06
30.33
58.59
81.2
99.52
30.06
34.47
61.3
84.88
98.46
85.45
107.93
45.57
88.91
28.95
96.99
19.28
51.0
37.63
56.94
46.06
31.44
31.91
97.63
92.79
109.17
29.62
101.19
37.58
27.18
42.73
28.19
66.17
100.38
80.31
26.6
24.36
46.32
85.25
43.11
103.46
97.86
50.11
95.75
32.08
34.94
41.64
66.31
61.87
103.34
62.97
59.59
70.54
71.45
65.41
47.05
99.76
82.6
103.03
56.37
35.93
31.65
26.43
68.14
85.64
71.59
38.28
30.29
97.34
84.12
22.01
107.49
22.32
130.04
81.52
57.66
68.5
46.31
69.86
45.76
27.26
42.56
96.65
32.31
19.93
20.02
35.55
61.37
103.7
38.72
33.51
76.16
95.06
75.91
29.32
73.37
32.26
46.83
96.29
63.29
36.15
93.61
100.08
44.91
102.82
103.29
92.05
90.33
92.3
131.0
47.54
107.99
75.7
83.87
57.45
49.56
59.66
60.96
70.62
40.27
65.6
89.09
40.4
92.78
58.88
97.36
29.65
37.22
68.59
85.03
40.24
61.04
43.41
41.51
31.62
106.95
110.84
123.56
68.35
70.08
69.4
47.25
53.56
72.59
69.47
66.14
43.8
105.37
108.0
102.57
61.85
53.46
72.54
33.58
106.07
36.29
36.21
54.45
31.72
134.78
138.51
107.65
101.78
54.93
55.65
74.55
49.67
44.68
111.54
97.49
56.52
25.57
30.86
58.03
68.36
33.16
106.09
28.41
83.85
93.4
30.39
66.99
104.03
103.03
95.64
54.16
93.78
58.55
95.54
33.06
86.1
32.01
30.41
92.14
33.9
97.16
83.8
102.2
31.76
96.4
97.94
65.51
87.36
52.19
61.45
58.58
59.48
109.11
60.5
87.28
36.59
104.89
67.81
28.84
83.03
86.75
55.47
84.45
92.82
88.07
28.31
57.87
55.14
81.85
87.64
124.17
102.95
38.51
71.43
85.62
21.78
92.74
92.76
60.02
29.9
75.07
94.06
91.73
52.13
90.99
48.06
105.83
83.13
114.44
49.02
75.2
48.86
43.17
69.03
32.87
41.0
124.33
46.79
69.8
86.3
68.11
29.14
70.07
47.67
59.7
93.71
41.08
54.55
48.45
36.94
79.47
35.8
42.69
83.72
60.03
58.0
50.06
36.81
60.05
50.61
93.55
47.72
27.75
40.07
72.13
58.36
20.92
50.48
44.4
95.98
48.69
62.46
73.89
44.58
98.62
66.93
74.11
106.61
62.13
31.01
91.53
95.37
30.72
43.87
123.73
83.26
69.25
72.8
99.65
48.8
90.33
80.29
60.01
107.9
72.06
102.36
93.66
82.74
65.46
36.61
71.6
85.19
101.82
62.96
98.8
54.42
94.33
119.64
97.99
106.68
74.05
95.58
87.58
96.97
85.08
26.81
56.65
100.86
61.18
94.75
44.39
24.79
96.09
27.0
93.28
91.59
62.81
46.27
124.02
37.66
96.53
44.12
81.26
81.5
65.42
97.25
58.69
41.82
49.71
20.24
77.27
73.3
48.8
25.36
60.75
69.48
76.03
45.38
30.15
86.07
39.93
100.7
62.44
107.13
81.64
74.93
110.14
29.24
136.54
56.4
96.4
33.72
72.69
78.97
50.02
48.83
82.81
56.69
95.52
92.39
62.48
33.29
102.01
126.5
96.91
31.37
88.69
57.18
58.64
42.84
30.84
79.32
68.8
60.31
77.85
103.81
56.46
103.27
48.37
87.24
29.99
43.06
70.47
48.49
77.39
47.41
92.86
74.69
70.59
30.63
64.1
47.6
50.52
38.14
84.45
87.07
95.75
34.55
18.55
31.1
61.15
99.69
64.59
106.49
94.95
80.03
76.67
44.13
46.67
117.1
38.44
45.51
63.93
28.19
63.27
54.69
20.48
48.49
42.72
58.58
70.09
43.89
79.14
69.34
41.61
85.36
57.29
50.88
74.0
82.38
72.07
71.42
93.45
39.15
44.94
49.76
82.83
96.03
30.61
35.81
60.74
41.55
45.43
53.59
49.27
81.34
43.65
70.97
73.64
49.6
47.11
73.12
66.25
36.81
34.38
50.72
89.76
106.47
94.35
85.77
88.68
64.38
61.98
59.38
70.67
35.67
98.15
19.63
72.48
64.21
79.77
73.33
48.25
103.32
77.55
97.1
41.67
72.98
96.47
46.21
92.03
59.89
78.61
57.69
105.25
90.3
87.16
43.22
92.64
88.31
61.41
43.91
48.49
98.96
37.96
98.11
65.36
43.19
58.61
75.93
58.99
116.31
42.95
93.37
73.89
31.36
89.3
66.9
53.4
122.3
106.59
46.95
48.53
99.6
105.41
57.35
100.78
99.68
96.81
45.85
88.35
86.45
48.97
59.41
26.79
47.0
27.76
106.7
48.61
72.64
87.81
44.94
43.18
75.76
126.74
42.32
31.41
98.49
42.75
92.46
90.0
83.66
34.2
76.84
29.15
78.93
93.7
50.39
75.74
46.8
93.84
37.76
99.97
109.5
49.1
57.03
62.55
102.73
103.58
92.94
86.38
19.11
97.98
66.83
59.03
66.11
74.67
94.58
41.58
81.67
69.6
35.83
92.01
95.34
101.88
44.86
105.19
60.66
95.35
81.06
59.79
67.37
88.41
44.64
57.61
78.54
29.45
102.54
103.37
72.03
73.73
75.23
113.7
23.12
33.63
58.41
93.92
82.97
89.05
104.89
92.65
100.18
39.3
103.54
41.96
56.43
97.39
98.68
81.68
71.87
93.54
30.05
91.46
47.97
91.17
70.99
29.71
74.38
43.87
96.66
30.72
66.7
67.95
53.52
83.12
85.56
24.14
102.6
115.48
61.54
57.28
89.78
62.98
61.97
19.71
70.46
97.13
90.71
95.3
47.3
68.44
26.15
93.53
98.29
37.65
60.85
97.34
92.09
36.05
29.98
27.35
71.98
103.25
96.89
90.2
28.21
32.86
58.15
72.88
103.64
57.52
95.5
99.98
93.12
86.5
61.48
55.58
100.31
34.32
35.12
78.98
61.81
42.41
96.66
103.2
41.68
47.79
94.28
84.78
73.46
25.69
72.5
73.13
33.78
82.94
71.17
104.93
63.61
87.79
90.75
73.63
42.23
103.55
25.64
47.93
41.9
37.18
82.32
92.18
81.26
46.66
92.44
71.6
86.54
36.25
91.12
82.8
52.08
76.49
75.96
78.76
93.31
52.24
63.47
72.72
32.08
46.33
69.75
74.63
34.36
77.53
95.95
36.95
49.97
110.21
116.56
90.74
112.38
72.58
18.04
95.71
62.83
106.94
57.81
90.65
71.07
29.56
33.93
46.3
82.1
144.96
92.78
62.88
69.98
63.13
93.98
31.6
66.72
45.55
96.68
68.16
73.98
44.32
85.47
55.95
20.81
118.57
93.23
66.96
57.36
82.6
122.61
38.09
65.97
103.54
49.53
69.15
26.58
93.7
51.1
77.67
64.21
104.45
77.15
34.3
122.59
72.7
48.67
68.83
79.34
76.52
45.52
105.68
77.19
27.01
46.29
60.01
79.35
99.88
48.35
30.35
59.62
52.74
22.25
104.59
25.02
65.2
81.43
57.8
96.89
63.56
93.44
30.31
44.96
54.06
57.31
34.03
43.85
87.77
30.01
94.81
40.3
103.22
76.78
102.86
37.87
35.05
41.06
35.41
95.49
104.76
98.97
56.8
81.17
75.39
67.24
67.62
68.74
90.91
56.3
70.62
20.4
94.25
93.49
104.26
61.51
21.46
66.21
58.81
58.27
81.26
36.08
91.9
29.43
83.45
81.2
89.98
29.54
69.86
69.16
44.75
76.53
30.31
87.46
86.35
85.52
88.99
47.72
48.46
86.8
82.16
91.31
40.32
45.84
29.56
90.98
61.77
66.73
29.59
49.56
28.71
79.85
29.19
97.02
22.37
76.89
27.78
26.21
76.62
96.9
36.32
57.92
97.67
65.89
38.5
48.12
24.47
77.18
44.88
69.74
43.62
44.23
42.78
105.99
94.27
46.3
101.53
75.39
59.68
96.91
40.63
51.4
44.9
75.48
61.05
95.94
93.12
107.85
46.0
50.65
29.08
49.6
91.24
110.03
106.7
53.55
48.77
92.63
83.21
102.66
93.57
43.93
141.06
86.65
61.36
79.97
33.88
71.95
20.32
47.1
68.43
67.75
31.91
39.9
48.12
97.8
100.82
32.49
104.71
97.03
47.72
45.25
98.14
93.26
59.93
65.63
47.98
94.81
29.06
48.45
54.01
37.36
102.09
93.21
60.6
31.96
89.88
115.58
94.96
55.71
31.26
30.56
29.23
45.64
49.97
76.7
40.86
37.31
103.27
43.69
99.96
46.6
29.83
70.2
100.32
77.42
29.8
34.41
71.87
70.81
76.82
48.69
52.08
92.89
88.8
57.76
59.86
113.46
88.81
85.64
92.84
128.94
90.55
115.67
81.36
72.49
19.3
40.17
96.69
22.17
82.43
41.01
102.7
83.96
92.74
99.72
60.49
109.38
50.31
58.99
95.66
59.91
50.36
45.93
93.96
62.61
61.62
24.78
96.29
62.11
45.32
84.39
135.98
100.09
103.07
98.09
85.7
52.2
101.7
136.91
105.04
49.56
31.37
106.43
18.02
50.37
85.05
73.52
57.85
90.85
97.65
60.72
30.13
66.61
100.77
99.94
94.53
49.43
101.31
41.51
88.89
73.38
36.81
29.77
60.3
97.01
46.1
88.33
62.94
79.75
101.47
59.41
36.36
92.19
28.99
102.68
106.7
66.17
34.92
88.75
59.21
65.89
34.98
66.07
41.75
63.16
101.14
38.11
100.83
109.39
68.29
81.87
93.19
39.55
42.16
29.22
49.45
83.05
70.71
48.48
94.85
65.83
29.57
99.15
66.24
87.05
87.83
49.13
93.8
99.3
79.01
48.83
102.8
64.83
69.91
36.76
113.1
41.1
70.02
72.8
83.06
87.96
80.25
106.2
74.13
87.08
90.36
94.59
92.34
28.29
35.75
72.79
92.63
106.64
78.85
64.81
24.92
27.64
44.88
26.93
51.46
48.42
105.49
60.28
50.35
96.46
42.03
46.57
95.54
59.11
51.63
81.88
37.69
31.41
20.25
95.87
97.34
51.98
92.53
72.55
49.1
96.67
98.9
73.48
78.69
40.69
95.82
97.84
58.79
87.58
36.76
30.31
46.65
104.31
30.29
59.91
98.55
61.58
67.78
22.07
61.81
63.9
85.38
91.67
115.55
21.2
124.25
83.05
25.62
88.58
91.97
57.3
98.82
101.25
48.56
75.9
97.66
79.62
38.37
78.93
61.03
52.04
24.89
27.54
66.05
82.58
71.29
63.42
74.41
73.94
119.84
95.55
18.71
45.29
73.62
100.39
57.75
56.59
87.72
100.43
99.18
65.41
71.9
52.49
72.59
69.24
105.25
76.7
108.91
59.19
52.76
100.32
82.33
98.3
43.06
61.46
30.81
37.64
42.19
30.4
37.02
28.47
29.17
78.3
54.14
51.91
72.07
41.68
29.74
85.59
31.2
110.62
64.58
33.23
46.31
43.85
25.83
36.31
33.06
77.06
94.91
93.02
60.76
77.21
96.44
46.81
71.08
85.07
26.71
37.49
51.75
31.55
58.94
105.74
49.0
22.4
45.26
88.28
97.23
29.18
27.23
60.28
113.03
57.55
58.91
93.08
46.0
110.07
31.78
63.91
98.35
98.21
45.45
59.05
141.38
26.28
45.63
29.07
31.77
104.77
65.91
59.44
48.46
71.63
94.26
73.7
109.63
45.29
103.84
57.56
64.26
93.32
133.99
67.09
55.56
29.09
29.49
80.31
102.93
40.89
84.18
99.21
107.08
20.24
92.42
26.31
23.18
46.12
50.47
93.6
49.76
99.61
107.03
98.75
93.36
108.51
32.32
72.05
89.33
141.47
94.53
34.27
96.52
96.44
60.36
46.75
95.78
90.64
103.61
31.18
55.31
93.32
20.77
81.99
48.8
44.53
59.89
73.98
89.4
28.19
22.37
102.66
96.73
40.71
87.45
79.64
87.74
63.34
44.05
49.26
30.25
78.09
103.71
46.02
25.36
47.3
86.65
55.98
86.32
54.2
40.7
95.08
52.61
85.14
102.34
98.24
81.93
96.52
85.84
88.93
103.17
30.37
73.36
75.41
93.61
72.23
27.25
36.53
51.73
49.59
84.89
41.51
72.25
90.25
86.46
93.12
43.21
57.6
97.86
71.41
96.27
37.74
91.02
52.33
94.56
43.41
51.66
54.9
82.07
95.74
35.45
19.57
72.4
59.53
59.96
45.92
42.27
54.33
29.46
71.93
74.99
65.8
56.73
57.75
27.01
25.54
135.88
28.81
71.9
58.5
104.78
74.11
28.28
69.22
51.53
77.15
74.88
28.62
60.76
60.66
107.94
96.8
90.99
107.73
105.1
123.77
49.2
54.36
18.38
74.48
78.71
92.07
52.52
87.87
40.57
66.25
95.39
90.69
50.52
44.36
33.91
49.25
